CustomerID,total_orders,total_spent,festival_orders,inactive_days,returns_count,discount_usage_rate,app_sessions_per_month,days_since_last_purchase,avg_order_value,seasonal_engagement_ratio,loyalty_score
1956,23,71410,16,200,11,0.49,22,144,3104.782608695652,0.6956521739130435,0.69
1957,59,184260,48,164,14,0.47,55,183,3123.0508474576272,0.8135593220338984,1.05
1958,49,27825,3,48,5,0.51,16,91,567.8571428571429,0.0612244897959183,1.21
1959,12,142985,52,132,11,0.11,33,68,11915.416666666666,1.0,0.53
1960,97,85269,36,69,2,0.79,24,156,879.0618556701031,0.3711340206185567,1.36
1961,57,15332,32,118,9,0.3,20,80,268.9824561403509,0.5614035087719298,1.09
1962,59,55895,18,138,3,0.91,30,279,947.3728813559322,0.3050847457627119,1.15
1963,36,136504,53,242,0,0.84,33,47,3791.777777777778,1.0,0.96
1964,55,158642,25,180,13,0.06,25,266,2884.4,0.4545454545454545,0.95
1965,48,138175,54,182,12,0.05,46,253,2878.645833333333,1.0,0.96
1966,86,123046,10,334,13,0.63,46,189,1430.7674418604652,0.1162790697674418,0.87
1967,74,147972,30,49,12,0.08,56,338,1999.6216216216217,0.4054054054054054,1.32
1968,22,190487,0,180,9,0.57,57,227,8658.5,0.0,0.83
1969,87,68567,39,124,7,0.08,36,181,788.1264367816092,0.4482758620689655,1.24
1970,26,63713,35,230,13,0.48,8,196,2450.5,1.0,0.6
1971,41,59639,28,310,1,0.42,30,85,1454.6097560975609,0.6829268292682927,0.84
1972,60,141060,24,347,2,0.59,16,250,2351.0,0.4,0.79
1973,63,104603,58,2,6,0.36,40,315,1660.3650793650793,0.9206349206349206,1.38
1974,7,79488,58,172,1,0.14,58,346,11355.42857142857,1.0,0.97
1975,32,93905,53,80,11,0.84,15,16,2934.53125,1.0,0.97
1976,78,3977,46,274,3,0.3,27,164,50.98717948717949,0.5897435897435898,0.98
1977,39,116650,48,314,11,0.07,50,19,2991.025641025641,1.0,0.71
1978,65,55641,17,344,6,0.5,45,277,856.0153846153846,0.2615384615384615,0.83
1979,97,133340,2,218,11,0.88,10,227,1374.639175257732,0.0206185567010309,1.04
1980,58,115465,17,139,2,0.28,24,295,1990.7758620689656,0.293103448275862,1.14
1981,67,55431,57,62,1,0.45,31,37,827.3283582089553,0.8507462686567164,1.32
1982,83,17756,6,26,7,0.4,38,185,213.9277108433735,0.072289156626506,1.39
1983,11,152836,27,195,1,0.05,19,277,13894.181818181818,1.0,0.89
1984,80,191984,16,151,9,0.87,56,257,2399.8,0.2,1.2
1985,53,172457,24,251,6,0.76,1,291,3253.9056603773583,0.4528301886792453,0.85
1986,98,147104,17,247,10,0.1,2,240,1501.061224489796,0.173469387755102,0.98
1987,89,177774,51,153,2,0.13,39,97,1997.4606741573036,0.5730337078651685,1.24
1988,35,143957,39,209,3,0.01,12,181,4113.057142857143,1.0,0.92
1989,62,10796,42,21,5,0.99,30,137,174.1290322580645,0.6774193548387096,1.33
1990,65,105583,2,69,10,0.42,40,95,1624.3538461538462,0.0307692307692307,1.24
1991,28,164935,24,18,2,0.93,13,86,5890.535714285715,0.8571428571428571,1.22
1992,24,82014,6,100,0,0.42,25,119,3417.25,0.25,1.15
1993,41,164189,46,161,11,0.1,33,57,4004.609756097561,1.0,0.94
1994,8,152825,9,138,7,0.34,25,134,19103.125,1.0,0.52
1995,96,21325,43,87,3,0.42,18,48,222.13541666666663,0.4479166666666667,1.31
1996,24,139093,43,36,0,0.18,8,315,5795.541666666667,1.0,1.22
1997,64,54096,50,170,1,0.05,32,347,845.25,0.78125,1.14
1998,28,145143,18,259,5,0.32,12,87,5183.678571428572,0.6428571428571429,0.76
1999,54,65649,14,337,14,0.54,55,94,1215.7222222222222,0.2592592592592592,0.74
2000,53,9041,20,270,0,0.26,54,195,170.58490566037736,0.3773584905660377,1.0
2001,55,41058,20,254,8,0.96,54,340,746.5090909090909,0.3636363636363636,0.94
2002,40,49263,57,139,13,0.48,19,115,1231.575,1.0,0.91
2003,70,105820,36,67,6,0.13,21,250,1511.7142857142858,0.5142857142857142,1.26
2004,83,108645,27,67,7,0.41,44,106,1308.9759036144578,0.3253012048192771,1.33
2005,38,176542,44,168,7,0.71,2,79,4645.8421052631575,1.0,0.91
2006,40,29223,31,104,5,0.49,53,178,730.575,0.775,1.16
2007,10,34575,56,314,7,0.33,47,335,3457.5,1.0,0.38
2008,43,177871,40,57,6,0.11,11,197,4136.53488372093,0.9302325581395348,1.15
2009,46,22661,53,186,0,0.46,51,41,492.6304347826087,1.0,1.11
2010,62,37432,26,55,2,0.1,25,84,603.741935483871,0.4193548387096774,1.3
2011,16,163219,58,3,8,0.37,1,278,10201.1875,1.0,0.94
2012,7,30114,22,284,7,0.12,35,348,4302.0,1.0,0.22
2013,22,7030,9,16,4,0.68,33,249,319.54545454545456,0.4090909090909091,1.19
2014,44,91051,39,236,0,0.77,41,91,2069.340909090909,0.8863636363636364,1.0
2015,25,179501,40,306,1,0.24,27,246,7180.04,1.0,0.79
2016,19,48743,5,249,9,0.07,21,206,2565.4210526315787,0.2631578947368421,0.6
2017,30,126756,23,23,13,0.35,14,138,4225.2,0.7666666666666667,1.01
2018,12,66615,17,299,14,0.56,55,147,5551.25,1.0,0.15
2019,98,48577,9,115,9,0.77,48,91,495.68367346938777,0.0918367346938775,1.3
2020,91,111436,55,237,8,0.4,3,88,1224.571428571429,0.6043956043956044,0.99
2021,46,3966,14,168,11,0.37,41,233,86.21739130434783,0.3043478260869565,0.98
2022,48,130356,44,312,9,0.91,29,43,2715.75,0.9166666666666666,0.75
2023,18,114838,42,287,7,0.45,17,321,6379.888888888889,1.0,0.57
2024,82,4728,33,240,8,0.45,58,283,57.65853658536585,0.4024390243902439,1.07
2025,6,169376,7,363,1,0.41,49,136,28229.33333333333,1.0,0.62
2026,41,181349,49,297,2,0.36,4,337,4423.146341463415,1.0,0.79
2027,73,133019,34,289,2,0.73,44,28,1822.1780821917807,0.4657534246575342,0.98
2028,42,82380,54,250,0,0.28,46,44,1961.4285714285716,1.0,0.99
2029,45,67130,26,164,1,0.38,22,107,1491.7777777777778,0.5777777777777777,1.07
2030,66,22414,24,340,9,0.28,14,193,339.6060606060606,0.3636363636363636,0.75
2031,64,94005,2,140,4,0.57,14,364,1468.828125,0.03125,1.12
2032,18,151511,20,119,6,0.96,48,264,8417.277777777777,1.0,0.95
2033,93,92742,56,337,5,0.39,57,128,997.2258064516128,0.6021505376344086,0.96
2034,88,190292,38,160,13,0.97,9,2,2162.409090909091,0.4318181818181818,1.09
2035,6,178857,31,104,1,0.66,2,146,29809.5,1.0,0.95
2036,74,37973,49,337,7,0.8,37,125,513.1486486486486,0.6621621621621622,0.85
2037,21,88091,52,91,3,0.33,5,189,4194.809523809524,1.0,1.03
2038,93,138161,20,203,10,0.22,18,298,1485.6021505376343,0.2150537634408602,1.07
2039,32,63235,8,39,1,0.58,43,4,1976.09375,0.25,1.28
2040,70,30400,49,53,14,0.99,32,320,434.2857142857143,0.7,1.23
2041,39,147477,0,88,3,0.71,41,167,3781.4615384615386,0.0,1.19
2042,9,118240,3,134,7,0.68,9,207,13137.777777777776,0.3333333333333333,0.55
2043,69,53763,3,1,13,0.45,44,90,779.1739130434783,0.0434782608695652,1.35
2044,44,162281,48,96,14,0.88,4,266,3688.2045454545455,1.0,0.97
2045,80,149496,25,55,0,0.7,3,229,1868.7,0.3125,1.32
2046,60,107810,54,359,10,0.67,37,364,1796.8333333333333,0.9,0.73
2047,40,90523,33,123,8,0.29,21,219,2263.075,0.825,1.02
2048,49,110955,26,184,13,0.96,39,155,2264.387755102041,0.5306122448979592,0.94
2049,27,152628,14,124,7,0.25,56,88,5652.888888888889,0.5185185185185185,1.02
2050,51,94137,44,333,13,0.52,46,115,1845.8235294117649,0.8627450980392157,0.72
2051,35,151402,31,263,7,0.34,30,95,4325.771428571428,0.8857142857142857,0.8
2052,15,135308,40,339,9,0.18,37,10,9020.533333333333,1.0,0.39
2053,14,31312,6,190,8,0.14,24,205,2236.5714285714284,0.4285714285714285,0.63
2054,71,114687,43,337,13,0.29,1,211,1615.3098591549297,0.6056338028169014,0.72
2055,18,153263,43,214,6,0.69,16,364,8514.611111111111,1.0,0.73
2056,84,110602,13,220,10,0.97,28,293,1316.690476190476,0.1547619047619047,1.03
2057,78,37640,22,198,8,0.85,30,3,482.56410256410254,0.282051282051282,1.07
2058,97,101171,46,343,14,0.22,57,271,1043.0,0.4742268041237113,0.91
2059,14,63293,0,173,0,0.08,19,190,4520.928571428572,0.0,0.99
2060,80,115124,31,216,0,0.69,23,137,1439.05,0.3875,1.09
2061,98,168760,40,205,11,0.03,34,67,1722.0408163265306,0.4081632653061224,1.11
2062,5,86802,25,66,3,0.86,50,4,17360.4,1.0,0.84
2063,9,93024,47,173,1,0.83,37,29,10336.0,1.0,0.95
2064,24,156194,8,77,7,0.79,23,157,6508.083333333333,0.3333333333333333,1.0
2065,12,173296,15,322,0,0.55,43,31,14441.333333333334,1.0,0.79
2066,47,138403,30,41,3,0.97,16,22,2944.744680851064,0.6382978723404256,1.24
2067,80,112411,1,63,10,0.46,41,104,1405.1375,0.0125,1.3
2068,5,43262,31,328,10,0.99,32,338,8652.4,1.0,-0.46
2069,61,117214,9,198,13,0.88,16,172,1921.5409836065571,0.1475409836065573,0.93
2070,68,107435,24,89,8,0.13,35,124,1579.9264705882354,0.3529411764705882,1.22
2071,88,87314,17,6,1,0.89,27,22,992.2045454545456,0.1931818181818181,1.46
2072,32,191664,44,262,5,0.3,3,361,5989.5,1.0,0.76
2073,41,165998,33,121,3,0.77,20,128,4048.731707317073,0.8048780487804879,1.1
2074,51,87287,28,163,13,0.0,27,346,1711.5098039215686,0.5490196078431373,0.96
2075,80,120318,44,115,11,0.28,56,217,1503.975,0.55,1.24
2076,41,131134,23,12,3,0.76,2,160,3198.390243902439,0.5609756097560976,1.24
2077,53,125958,2,19,5,0.97,13,9,2376.566037735849,0.0377358490566037,1.27
2078,48,18528,14,200,9,0.17,6,102,386.0,0.2916666666666667,0.89
2079,60,1068,2,308,12,0.46,14,192,17.8,0.0333333333333333,0.75
2080,32,70253,54,253,3,0.59,24,202,2195.40625,1.0,0.86
2081,83,81754,30,85,14,0.95,27,355,984.9879518072288,0.3614457831325301,1.22
2082,10,176040,9,179,8,0.45,9,176,17604.0,0.9,0.47
2083,65,91938,37,236,11,0.93,50,309,1414.430769230769,0.5692307692307692,0.97
2084,24,180695,54,352,11,0.98,23,160,7528.958333333333,1.0,0.45
2085,82,43129,21,60,7,0.94,35,361,525.9634146341464,0.2560975609756097,1.33
2086,6,114996,13,214,7,0.75,44,169,19166.0,1.0,0.25
2087,77,62321,8,214,4,0.13,51,323,809.3636363636364,0.1038961038961039,1.11
2088,41,12526,17,357,5,0.6,37,253,305.5121951219512,0.4146341463414634,0.72
2089,24,158781,7,89,14,0.75,14,94,6615.875,0.2916666666666667,0.79
2090,30,108535,58,95,0,0.95,26,233,3617.8333333333335,1.0,1.17
2091,33,16063,37,60,0,0.78,8,236,486.75757575757575,1.0,1.2
2092,5,136795,14,55,14,0.54,53,163,27359.0,1.0,-0.45
2093,39,5213,45,219,8,0.21,45,314,133.66666666666666,1.0,0.9
2094,74,23797,14,93,11,0.46,31,222,321.5810810810811,0.1891891891891892,1.2
2095,63,85946,51,39,3,0.64,8,129,1364.2222222222222,0.8095238095238095,1.28
2096,73,89918,5,336,2,0.32,36,9,1231.7534246575342,0.0684931506849315,0.89
2097,37,177289,53,318,4,0.46,30,305,4791.594594594595,1.0,0.76
2098,55,24655,11,247,13,0.02,59,324,448.27272727272725,0.2,0.91
2099,82,144659,41,216,14,0.88,16,212,1764.1341463414635,0.5,0.98
2100,16,23555,18,153,8,0.03,55,88,1472.1875,1.0,0.8
2101,24,29071,39,350,8,0.41,53,364,1211.2916666666667,1.0,0.59
2102,57,21239,4,61,2,0.51,58,333,372.6140350877193,0.0701754385964912,1.34
2103,92,124441,26,239,11,0.97,31,147,1352.6195652173913,0.2826086956521739,1.03
2104,47,98138,9,189,6,0.94,31,81,2088.0425531914893,0.1914893617021276,0.99
2105,93,50151,42,145,14,0.65,35,276,539.258064516129,0.4516129032258064,1.17
2106,54,3203,51,9,2,0.58,37,271,59.31481481481482,0.9444444444444444,1.37
2107,33,145707,45,291,14,0.37,14,248,4415.363636363636,1.0,0.58
2108,61,184643,13,129,2,0.04,57,353,3026.934426229508,0.2131147540983606,1.23
2109,43,133216,33,59,3,0.27,47,149,3098.046511627907,0.7674418604651163,1.26
2110,99,164771,57,174,1,0.85,39,54,1664.353535353535,0.5757575757575758,1.23
2111,60,92663,48,72,5,0.65,56,126,1544.3833333333334,0.8,1.29
2112,47,130844,14,238,14,0.81,25,232,2783.9148936170213,0.2978723404255319,0.8
2113,54,13213,28,178,4,0.84,1,1,244.6851851851852,0.5185185185185185,1.0
2114,27,17944,54,66,9,0.06,55,32,664.5925925925926,1.0,1.07
2115,48,67723,25,80,9,0.34,29,14,1410.8958333333333,0.5208333333333334,1.13
2116,42,69947,26,76,12,0.68,28,284,1665.404761904762,0.6190476190476191,1.06
2117,88,166529,2,247,1,0.85,29,308,1892.375,0.0227272727272727,1.07
2118,27,36191,2,194,11,0.8,10,155,1340.4074074074074,0.074074074074074,0.72
2119,49,73264,34,67,9,0.42,8,271,1495.1836734693877,0.6938775510204082,1.12
2120,56,189996,57,337,14,0.93,40,189,3392.785714285714,1.0,0.72
2121,84,165816,59,55,1,0.3,30,245,1974.0,0.7023809523809523,1.37
2122,54,185496,34,98,13,0.38,30,114,3435.1111111111118,0.6296296296296297,1.09
2123,12,164958,49,269,1,0.18,41,254,13746.5,1.0,0.82
2124,89,100846,5,75,3,0.23,6,129,1133.1011235955057,0.0561797752808988,1.29
2125,5,120550,13,330,2,0.01,15,234,24110.0,1.0,0.46
2126,12,85963,25,65,8,0.31,55,132,7163.583333333333,1.0,0.83
2127,33,1972,2,32,12,0.31,24,27,59.75757575757576,0.0606060606060606,1.06
2128,9,100219,32,268,4,0.07,13,159,11135.444444444443,1.0,0.54
2129,90,138693,41,29,11,0.34,9,51,1541.0333333333333,0.4555555555555555,1.32
2130,51,50738,12,25,0,0.3,50,107,994.8627450980392,0.2352941176470588,1.39
2131,38,189766,28,209,1,0.8,20,191,4993.8421052631575,0.7368421052631579,0.98
2132,69,55777,8,268,14,0.16,36,88,808.3623188405797,0.1159420289855072,0.88
2133,59,15530,31,323,6,0.73,52,158,263.22033898305085,0.5254237288135594,0.86
2134,94,139426,21,122,7,0.13,49,359,1483.2553191489362,0.2234042553191489,1.29
2135,47,47529,21,32,5,0.5,13,182,1011.2553191489362,0.4468085106382978,1.23
2136,78,103895,57,142,12,0.74,27,251,1331.9871794871794,0.7307692307692307,1.12
2137,34,52714,56,144,6,0.61,18,315,1550.4117647058824,1.0,0.98
2138,86,125750,33,261,1,0.65,57,106,1462.2093023255811,0.3837209302325581,1.09
2139,21,173304,9,4,13,0.21,8,66,8252.57142857143,0.4285714285714285,0.89
2140,30,184151,24,160,11,0.83,42,362,6138.366666666667,0.8,0.88
2141,12,121883,11,309,5,0.95,49,59,10156.916666666666,0.9166666666666666,0.57
2142,51,144622,50,143,11,0.15,8,162,2835.725490196078,0.9803921568627452,0.98
2143,80,89196,2,151,5,0.89,58,81,1114.95,0.025,1.23
2144,95,61385,18,4,3,0.4,51,168,646.1578947368421,0.1894736842105263,1.51
2145,76,65736,32,194,10,0.7,52,186,864.9473684210526,0.4210526315789473,1.1
2146,93,31268,57,124,3,0.51,24,84,336.21505376344084,0.6129032258064516,1.26
2147,50,136362,46,75,1,0.79,44,157,2727.24,0.92,1.28
2148,72,187106,54,305,2,0.05,40,326,2598.6944444444443,0.75,0.94
2149,37,31138,25,168,9,0.32,27,256,841.5675675675676,0.6756756756756757,0.92
2150,5,125650,12,216,5,0.05,51,198,25130.0,1.0,0.36
2151,23,14432,6,182,3,0.94,20,305,627.4782608695652,0.2608695652173913,0.92
2152,35,68058,33,336,2,0.17,35,262,1944.5142857142855,0.9428571428571428,0.77
2153,84,59175,21,112,13,0.42,8,7,704.4642857142857,0.25,1.15
2154,18,34329,19,275,0,0.64,24,102,1907.1666666666667,1.0,0.84
2155,57,144400,42,177,11,0.46,40,70,2533.333333333333,0.7368421052631579,1.02
2156,52,166319,22,124,14,0.54,12,354,3198.442307692308,0.4230769230769231,0.99
2157,73,7677,47,290,10,0.2,47,22,105.16438356164385,0.6438356164383562,0.92
2158,94,193882,13,322,13,0.07,33,240,2062.574468085106,0.1382978723404255,0.89
2159,66,51357,29,198,10,0.26,14,209,778.1363636363636,0.4393939393939394,0.98
2160,96,56812,22,137,10,0.32,21,298,591.7916666666666,0.2291666666666666,1.19
2161,70,42616,46,217,12,0.42,33,84,608.8,0.6571428571428571,0.98
2162,68,193356,51,296,2,0.3,41,32,2843.470588235294,0.75,0.95
2163,74,181813,18,167,0,0.04,45,288,2456.9324324324325,0.2432432432432432,1.2
2164,67,185550,38,133,3,0.09,55,262,2769.402985074627,0.5671641791044776,1.23
2165,77,186128,40,160,11,0.67,1,134,2417.246753246753,0.5194805194805194,1.05
2166,37,46534,35,271,3,0.06,57,108,1257.6756756756756,0.945945945945946,0.91
2167,45,65162,5,279,10,0.05,6,157,1448.0444444444445,0.1111111111111111,0.73
2168,93,45711,22,247,11,0.81,14,347,491.5161290322581,0.2365591397849462,0.98
2169,52,154877,9,221,0,0.04,28,333,2978.403846153846,0.173076923076923,1.02
2170,17,96980,34,315,14,0.07,25,165,5704.705882352941,1.0,0.28
2171,77,21143,20,329,6,0.55,39,165,274.5844155844156,0.2597402597402597,0.88
2172,81,109380,31,171,4,0.44,23,362,1350.3703703703704,0.382716049382716,1.14
2173,35,194545,59,258,0,0.96,43,115,5558.428571428572,1.0,0.95
2174,79,148089,29,255,4,0.94,39,234,1874.5443037974685,0.3670886075949367,1.03
2175,72,195274,32,167,11,0.66,56,349,2712.1388888888887,0.4444444444444444,1.13
2176,8,42423,5,119,6,0.07,17,346,5302.875,0.625,0.61
2177,23,42713,4,18,5,0.5,31,104,1857.0869565217392,0.1739130434782608,1.16
2178,74,75310,54,295,9,0.05,58,96,1017.7027027027028,0.7297297297297297,0.94
2179,86,3205,14,308,14,0.91,52,170,37.26744186046512,0.1627906976744186,0.92
2180,17,54266,56,246,14,0.66,28,60,3192.1176470588234,1.0,0.4
2181,27,144414,42,204,4,0.57,7,88,5348.666666666667,1.0,0.86
2182,87,195262,51,66,7,0.43,57,131,2244.390804597701,0.5862068965517241,1.37
2183,79,82863,24,341,8,0.51,18,13,1048.8987341772151,0.3037974683544304,0.81
2184,5,153272,12,344,0,0.4,16,139,30654.4,1.0,0.68
2185,92,139260,5,184,5,0.1,6,313,1513.695652173913,0.0543478260869565,1.11
2186,58,127233,36,341,14,0.66,2,197,2193.6724137931037,0.6206896551724138,0.64
2187,75,3808,1,107,14,1.0,20,226,50.77333333333333,0.0133333333333333,1.14
2188,93,14851,16,164,1,0.11,23,119,159.68817204301075,0.1720430107526881,1.2
2189,89,131982,23,120,12,0.99,2,288,1482.943820224719,0.2584269662921348,1.15
2190,19,197000,11,83,7,0.9,25,269,10368.421052631578,0.5789473684210527,0.94
2191,69,147130,43,301,4,0.89,47,273,2132.31884057971,0.6231884057971014,0.94
2192,80,15620,53,260,0,0.83,6,66,195.25,0.6625,0.98
2193,75,184827,13,106,4,0.92,43,213,2464.36,0.1733333333333333,1.27
2194,19,63995,6,122,9,0.25,40,326,3368.157894736842,0.3157894736842105,0.84
2195,25,37681,53,72,12,0.44,29,350,1507.24,1.0,0.91
2196,23,65509,25,336,4,0.48,9,251,2848.217391304348,1.0,0.62
2197,64,68703,31,312,1,0.07,9,265,1073.484375,0.484375,0.86
2198,97,199752,28,153,3,0.98,14,76,2059.298969072165,0.2886597938144329,1.2
2199,93,199775,45,288,12,0.69,45,71,2148.1182795698924,0.4838709677419355,0.97
2200,37,43136,38,96,5,0.45,15,88,1165.837837837838,1.0,1.08
2201,53,94699,8,291,0,0.99,46,277,1786.7735849056603,0.1509433962264151,0.95
2202,39,89456,13,348,10,0.27,16,66,2293.74358974359,0.3333333333333333,0.6
2203,48,84086,52,277,8,0.34,48,71,1751.7916666666667,1.0,0.86
2204,94,168415,16,253,6,0.19,51,258,1791.648936170213,0.1702127659574468,1.08
2205,15,118529,48,81,5,0.19,45,312,7901.933333333333,1.0,0.99
2206,76,19254,24,16,0,0.19,44,12,253.3421052631579,0.3157894736842105,1.45
2207,82,62273,52,299,7,0.61,9,251,759.4268292682926,0.6341463414634146,0.88
2208,78,191683,29,179,7,0.29,28,312,2457.474358974359,0.3717948717948718,1.1
2209,70,118574,44,215,3,0.95,4,99,1693.9142857142858,0.6285714285714286,1.0
2210,50,115847,28,21,3,0.82,40,179,2316.94,0.56,1.33
2211,13,106547,58,235,0,0.16,12,198,8195.923076923076,1.0,0.87
2212,7,192074,28,210,12,0.83,59,327,27439.14285714286,1.0,-0.04
2213,89,13926,17,285,14,0.35,22,267,156.47191011235955,0.1910112359550561,0.9
2214,30,196336,30,206,8,0.23,1,247,6544.533333333334,1.0,0.78
2215,76,90527,18,324,13,0.78,44,162,1191.1447368421052,0.2368421052631578,0.84
2216,52,108387,16,254,7,0.86,40,341,2084.3653846153848,0.3076923076923077,0.91
2217,70,28563,5,344,12,0.96,4,147,408.04285714285714,0.0714285714285714,0.71
2218,74,162760,11,10,9,0.42,42,135,2199.45945945946,0.1486486486486486,1.38
2219,32,166202,37,306,6,0.56,33,363,5193.8125,1.0,0.73
2220,97,1925,2,318,1,0.61,20,319,19.84536082474227,0.0206185567010309,0.95
2221,30,52595,46,341,6,0.63,35,253,1753.1666666666667,1.0,0.66
2222,29,131249,34,33,3,0.4,47,184,4525.827586206897,1.0,1.25
2223,16,17321,54,120,2,0.15,2,103,1082.5625,1.0,0.97
2224,9,142841,46,235,10,0.07,10,301,15871.222222222224,1.0,0.19
2225,52,168820,32,182,13,0.91,8,188,3246.538461538461,0.6153846153846154,0.9
2226,41,172100,52,77,11,0.37,14,161,4197.5609756097565,1.0,1.04
2227,83,17151,28,122,9,0.18,27,28,206.63855421686748,0.3373493975903614,1.2
2228,48,77133,2,275,3,0.98,13,103,1606.9375,0.0416666666666666,0.86
2229,19,35187,4,207,9,0.8,58,116,1851.9473684210527,0.2105263157894736,0.74
2230,47,44835,58,185,12,0.98,13,224,953.936170212766,1.0,0.89
2231,52,1059,13,16,5,0.28,54,57,20.365384615384617,0.25,1.35
2232,91,28235,35,289,6,0.46,29,308,310.27472527472526,0.3846153846153846,0.97
2233,74,95208,53,253,1,0.81,8,260,1286.5945945945946,0.7162162162162162,0.98
2234,50,68114,27,98,6,0.55,24,227,1362.28,0.54,1.14
2235,47,177438,40,146,9,0.35,5,145,3775.276595744681,0.851063829787234,0.97
2236,25,130191,31,113,1,0.16,28,291,5207.64,1.0,1.11
2237,27,113831,17,96,10,0.56,2,42,4215.962962962963,0.6296296296296297,0.89
2238,84,122889,41,321,1,0.6,21,229,1462.9642857142858,0.4880952380952381,0.92
2239,51,82583,39,327,0,0.72,38,188,1619.2745098039215,0.7647058823529411,0.87
2240,19,33160,12,348,12,0.79,27,64,1745.2631578947369,0.631578947368421,0.35
2241,29,100011,1,169,14,0.12,8,145,3448.655172413793,0.0344827586206896,0.72
2242,40,6277,51,306,10,0.63,12,354,156.925,1.0,0.67
2243,79,133852,24,198,6,0.78,10,241,1694.3291139240507,0.3037974683544304,1.05
2244,55,178651,19,176,0,0.39,50,200,3248.2,0.3454545454545454,1.15
2245,19,118101,6,123,2,0.28,7,65,6215.8421052631575,0.3157894736842105,1.0
2246,72,61750,10,156,10,0.48,41,128,857.6388888888889,0.1388888888888889,1.12
2247,25,57902,4,94,7,0.31,10,52,2316.08,0.16,0.96
2248,17,117849,28,285,0,0.51,29,232,6932.294117647059,1.0,0.83
2249,90,98052,17,98,14,0.31,25,242,1089.4666666666667,0.1888888888888888,1.22
2250,23,128894,7,234,11,0.42,26,194,5604.086956521739,0.3043478260869565,0.64
2251,38,164233,26,189,13,0.92,52,244,4321.921052631579,0.6842105263157895,0.88
2252,82,176571,57,293,13,0.92,26,200,2153.3048780487807,0.6951219512195121,0.88
2253,72,163958,41,272,5,0.99,6,86,2277.1944444444443,0.5694444444444444,0.9
2254,56,140872,1,329,11,0.49,22,184,2515.5714285714284,0.0178571428571428,0.73
2255,31,50460,34,17,1,0.17,39,283,1627.741935483871,1.0,1.31
2256,33,130424,25,173,8,0.89,12,18,3952.242424242424,0.7575757575757576,0.88
2257,32,71975,22,305,1,0.6,58,319,2249.21875,0.6875,0.88
2258,39,134436,4,119,5,0.75,7,80,3447.076923076923,0.1025641025641025,1.04
2259,12,17568,15,255,3,0.16,26,257,1464.0,1.0,0.71
2260,20,170164,41,95,8,0.32,13,224,8508.2,1.0,0.88
2261,40,63679,10,309,0,0.28,18,342,1591.975,0.25,0.83
2262,34,66781,18,30,0,0.56,5,27,1964.1470588235293,0.5294117647058824,1.25
2263,22,9430,15,96,9,1.0,31,358,428.6363636363636,0.6818181818181818,0.91
2264,6,39692,31,192,2,0.61,17,172,6615.333333333333,1.0,0.73
2265,53,31086,11,232,10,0.57,15,83,586.5283018867924,0.2075471698113207,0.87
2266,81,50671,1,45,5,0.76,34,33,625.5679012345679,0.0123456790123456,1.36
2267,8,145973,42,290,2,0.33,22,125,18246.625,1.0,0.64
2268,94,4907,21,235,6,0.25,5,182,52.20212765957447,0.2234042553191489,1.02
2269,93,29604,25,48,8,0.84,56,153,318.3225806451613,0.2688172043010752,1.41
2270,98,38869,32,336,11,0.96,16,6,396.6224489795918,0.3265306122448979,0.86
2271,79,146609,23,161,9,0.42,33,255,1855.8101265822784,0.2911392405063291,1.13
2272,11,144573,4,284,1,0.04,41,252,13143.0,0.3636363636363636,0.79
2273,99,120261,20,133,3,0.18,4,93,1214.7575757575758,0.202020202020202,1.22
2274,78,169443,45,256,2,0.86,33,60,2172.346153846154,0.5769230769230769,1.02
2275,43,115639,17,182,5,0.12,28,15,2689.279069767442,0.3953488372093023,0.99
2276,17,112690,38,26,4,0.76,11,294,6628.823529411765,1.0,1.08
2277,35,168893,4,139,11,0.62,5,159,4825.5142857142855,0.1142857142857142,0.88
2278,75,126592,7,259,2,0.73,42,114,1687.8933333333334,0.0933333333333333,1.03
2279,67,7073,20,79,8,0.26,41,193,105.56716417910448,0.2985074626865671,1.25
2280,60,193077,46,179,11,0.02,7,331,3217.95,0.7666666666666667,0.96
2281,46,19101,56,266,7,0.04,51,144,415.2391304347826,1.0,0.89
2282,65,163498,4,51,2,0.72,24,183,2515.353846153846,0.0615384615384615,1.31
2283,46,95877,12,83,9,0.61,44,275,2084.282608695652,0.2608695652173913,1.15
2284,60,8313,18,155,4,0.84,50,345,138.55,0.3,1.16
2285,40,162845,28,327,4,0.4,4,50,4071.125,0.7,0.71
2286,88,160075,1,103,4,0.56,12,34,1819.034090909091,0.0113636363636363,1.25
2287,72,60668,36,345,7,0.78,55,192,842.6111111111111,0.5,0.86
2288,11,92956,25,96,2,0.5,4,103,8450.545454545454,1.0,0.97
2289,58,116087,28,124,2,0.99,25,152,2001.5,0.4827586206896552,1.17
2290,5,120451,57,182,7,0.74,3,288,24090.2,1.0,0.08
2291,48,93675,4,326,8,0.68,17,121,1951.5625,0.0833333333333333,0.72
2292,49,92634,31,53,4,0.8,26,141,1890.4897959183672,0.6326530612244898,1.24
2293,51,174366,37,301,14,0.78,59,87,3418.9411764705883,0.7254901960784313,0.79
2294,17,145654,47,163,9,0.22,50,268,8567.882352941177,1.0,0.76
2295,26,110119,1,148,7,0.21,9,62,4235.346153846154,0.0384615384615384,0.88
2296,25,145832,4,289,13,0.61,46,24,5833.28,0.16,0.57
